gene,baseMean,log2FoldChange,log2FoldChange_unshrunk,lfcSE,stat,pvalue,padj,padj_calibrated
PRKCB,112.31449809065316,0.02650186040537234,0.02640661112176556,0.028144514780042495,1.118984021321065,0.2631469558494939,0.3919967135925052,1.0
RBBP6,236.22458776785646,0.08627565884282574,0.08875577657718642,0.022307130588510565,4.2942160534983405,1.7531169065029018e-05,9.0174691455178e-05,1.0
TNRC6A,55.27353074458737,0.019039868667434193,0.020136932431954562,0.03104816769329667,0.7472881756561977,0.4548896284356836,0.6019238106818507,1.0
SLC5A11,0.1552394521245235,0.00018833670762716956,-1.526672847388916,20.70537396154965,-0.5226979888175041,0.6011844380494812,,
ARHGAP17,68.83554591698903,0.021865486198670226,0.0218045212334868,0.037507955256373134,0.7407120010173671,0.4588680812020418,0.6062918363916995,1.0
LCMT1,99.39059417823002,0.004514617913607765,0.004158034672049785,0.02565944085921617,0.18864448688211674,0.8503714632670044,0.8895696803260649,1.0
AQP8,0.1439475689873818,0.0010933389438157828,-1.37645615684956,18.05744854938717,-0.47098656175717735,0.6376503313788009,,
ZKSCAN2,3.2964113807519393,0.04587051838959766,0.049335761969035434,0.10353679975419772,0.5392417357620076,0.5897200657735068,0.723756542841671,1.0
KDM8,7.426840361696596,0.05949399735418588,0.07018894930010229,0.06812379159550265,1.1263253537015352,0.2600278299327179,0.38839747433191946,1.0
NSMCE1,126.16355484807553,-0.07402625115751038,-0.07732956959888528,0.02522447069930185,-3.3901536285660994,0.0006985346560975441,0.0025524409990601766,1.0
IL4R,92.69650034452957,0.0603593362616159,0.06254768092796166,0.028867032254483324,2.4588659968736186,0.013937663014442254,0.03521922258105048,1.0
IL21R,150.8436048663258,-0.02047566079825292,-0.02156198600919392,0.032919459769028596,-0.8025201764011142,0.4222521220234804,0.5674941705655786,1.0
GTF3C1,87.8337668902392,0.032940367807865883,0.03623470415631504,0.029856070748826295,1.4205456809117534,0.155448879459575,0.2585398320396184,1.0
KIAA0556,14.305461655327916,0.035085573522828754,0.042714490247350446,0.07338163293504761,0.7561856210969761,0.4495379125430805,0.5959436129991588,1.0
XPO6,46.14332726070481,0.13259090035267673,0.13888288353418807,0.033435120300926206,4.273896658405867,1.920860912109945e-05,9.788871267407262e-05,1.0
SBK1,9.459244224108406,0.09737777408484172,0.11511331361794795,0.07087085233508156,1.695541104773005,0.089972819495438,0.1660497893852303,1.0
NPIPB6,0.19326510820788032,0.01370626013837395,-0.9735811607344705,1.086787130079445,-1.6821420243040484,0.09254130305605071,0.16996200543260087,0.9782376674331245
EIF3CL,2.689966241578016,-0.055189967824654934,-0.1943797008622933,0.14034843870833613,-1.470059333643227,0.1415456849902593,0.2398454868134556,1.0
AC138894.1,0.14784030890160182,0.0008793796534001758,-1.2210999237058289,4.145744580512057,-0.41856780458774245,0.675532023122514,,
CLN3,32.43229729608652,0.09918168254494522,0.10708398467898421,0.040652356636384133,2.865333728809855,0.004165699710033938,0.012378671892028634,1.0
APOBR,22.133079172082642,0.13640936392700687,0.14763529409585158,0.04559974655443351,3.3174670471433596,0.0009083763026722214,0.003222980340502034,1.0
NUPR1,5.6998105809499435,0.012643440017726403,-0.0863681563248823,0.21815178984234226,-0.6426908564770502,0.5204247151881941,0.6661138649888219,1.0
SGF29,73.92896628488909,0.07164919023435436,0.07403263664947113,0.025215776736347884,3.1585187822407024,0.0015857309085664589,0.005271046102755732,1.0
SULT1A2,0.1546938293998331,-0.002045476215214952,-1.3827254261672888,0.33902054458412195,-0.4733834303944923,0.6359396491124911,,
SULT1A1,10.522086069174938,-0.006752792381311649,-0.011228307368261282,0.0711949802288766,-0.19143709440052886,0.8481831603123605,0.887734458096258,1.0
NPIPB8,0.21777678530834096,0.0003305785463424606,-1.3066369198543786,4.625830417276573,-0.44787035467929764,0.6542467645750922,0.7578720003814367,1.0
EIF3C,21.609796125277537,-0.0360844026184742,-0.042162126761972674,0.05256615134335298,-0.9587424829975333,0.3376884910155332,0.4776942794964374,1.0
NPIPB9,0.13050077686675807,0.000753240283917369,-1.2179907178227503,4.746239436201047,-0.4174105068461315,0.6763781710229815,,
ATXN2L,143.066381615605,0.04848354202161866,0.05006215438289274,0.020597572828394507,2.6606684215320136,0.007798571368754108,0.021385588280459368,1.0
TUFM,335.35205406533066,-0.1489851532191023,-0.15230320498363933,0.023421393518717793,-6.5796008415555525,4.717128946356276e-11,5.782684451123135e-10,1.0
SH2B1,43.572580255731246,0.08694293855411614,0.09348805851361576,0.033855175777234126,2.978473402915403,0.0028968817029685306,0.008981023162266585,1.0
ATP2A1,0.8621597413441092,-0.18772454506170155,-0.7762764129097746,0.2303706532398742,-3.4920146903337552,0.0004793918808025853,0.0018301497555566573,0.06996191218916173
RABEP2,33.16854829701772,-0.02329325711371231,-0.025189539714810496,0.04419259302028858,-0.689171194882248,0.4907155414826224,0.6373738371003314,1.0
CD19,1.6073625103510685,0.0032264567642865554,-0.8815588476822158,1.4153104309850557,-1.7094772997467982,0.08736257307818429,0.16209277616994028,0.980537862136267
NFATC2IP,88.22554492603284,-0.0714793279095727,-0.07407913312286987,0.02640191631647491,-3.081172128934798,0.0020618741613275256,0.0066485111439338355,1.0
SPNS1,61.290146033000354,0.04225837034225638,0.04303854733821455,0.028944358388293245,1.6782066058973373,0.09330677261181974,0.17113100453387983,1.0
LAT,480.7514203338506,0.018626608501437717,0.018696201098423817,0.013454814270232852,1.4793405891170652,0.13904930993566553,0.23642675353582646,1.0
