timestamp	context	spearman_rho	n_pb_sig	co_significance_rate	sign_agreement_rate	sign_agreement_hi
2026-06-03T07:16:41.385717+00:00	CD8_TIL	0.5464	3652	0.8946	0.4737	1.0000
