gene,scores,logfoldchanges,pvals,pvals_adj,pct_neg,pct_pos
FOS,28.59402,0.96871775,7.9732280708427e-180,1.023290756333169e-178,0.44334972866405153,0.36155320389967505
DUSP1,26.751984,0.72604114,1.1708721038312631e-157,1.349139409709037e-156,0.5832605028353082,0.5140613282226482
CCL4,20.908329,1.50374,4.496998942650831e-97,3.552914010232883e-96,0.6553118839047987,0.6116365302891426
DNAJB1,19.962244,1.5467517,1.1732188387613237e-88,8.65259732637093e-88,0.6362065811670494,0.6070952420631615
CCL4L2,19.945807,0.9132557,1.629979436065868e-88,1.199465324689031e-87,0.35788398609784355,0.3048079326722773
HSPA1B,18.824432,1.1709001,4.7629328934456044e-79,3.243051919293549e-78,0.3731123351151399,0.32393133905507876
FOSB,16.419792,0.38265324,1.3803902115179244e-60,7.961979032156999e-60,0.2911831060344302,0.24337555203733022
NR4A2,16.338894,0.1617076,5.219063669884739e-60,2.9955954460710306e-59,0.4196408609581106,0.36961503208065993
CD69,15.294711,0.30914745,8.292855965699395e-53,4.42042004560531e-52,0.6523546269384769,0.6155528705941171
NR4A1,11.063053,0.27933496,1.8953371419516313e-28,7.466490987352685e-28,0.1993658665474279,0.16661111574035498
HSPA6,11.05658,0.82047033,2.037180704297186e-28,8.0236856750856405e-28,0.12400154468405114,0.09155487042746438
JUNB,9.920219,0.5870542,3.400072745699037e-23,1.234854445603561e-22,0.7227952683888539,0.7213148904257979
HSPA1A,9.41731,1.8465532,4.627943373874075e-21,1.6197801808559264e-20,0.4552702180849983,0.4446504457961836
EGR1,8.001182,0.45238405,1.2323128445393466e-15,3.9080355058750585e-15,0.12694355805776306,0.10374135488709274
JUN,7.8632083,0.61245537,3.744172854249013e-15,1.1754358605041302e-14,0.6733094855795614,0.6619240063328056
RGS1,7.1650977,-0.08589854,7.773110847313893e-13,2.317764428206236e-12,0.5700747952277393,0.5481209899175069
AREG,6.986854,0.24611993,2.811186655239595e-12,8.293104520120708e-12,0.13281742241011363,0.11215732022331472
CCL3L1,5.011934,0.0852269,5.38858090350876e-07,1.3867170740338403e-06,0.13827462856446007,0.12321889842513124
RHOB,4.9578824,0.19130869,7.126567863981384e-07,1.8285538038245885e-06,0.23249019328875428,0.21919006749437547
ATF3,4.5207667,0.05583106,6.161599792388402e-06,1.540361356090384e-05,0.15419402044673888,0.14067577701858178
IFNG,4.248856,0.13851205,2.1486472932525655e-05,5.27695717837084e-05,0.3032712749740859,0.29230897425214564
FCRL6,4.186582,0.3502284,2.831863496094503e-05,6.931865545389182e-05,0.05588809170545314,0.04355887009415882
ZNF331,4.0265007,0.005255805,5.661303407811857e-05,0.00013703169449327013,0.33358061828011626,0.3213065577868511
TNF,3.8976371,0.2306984,9.713581454459055e-05,0.00023313763690515856,0.18477774841974756,0.17408965919506708
DNAJB4,3.3654976,0.22088362,0.0007640573516031546,0.0017642360946366026,0.1356679742281661,0.12623948004332972
PTGDR,2.6614225,0.23562253,0.007781124622912878,0.017096543443738003,0.0503902359708136,0.0425381218231814
NR4A3,2.6305492,0.027276278,0.008524706001275873,0.018695336007413473,0.15369606308814862,0.1455712023998
RASD1,2.5294526,0.24569607,0.011424063654882393,0.024892459696526686,0.04327655941952399,0.03583034747104408
TNFSF9,2.3301048,0.030752553,0.019800605564102305,0.04253155583282636,0.1553322086949452,0.14840429964169652
SCML4,2.1878612,0.022846509,0.028679717132169144,0.06101930861478674,0.20106806772220076,0.19402549787517706
KLRD1,2.0724967,-0.0968348,0.03821914759331532,0.08072171960205249,0.2826568565679559,0.27303974668777603
MAFF,2.0282078,0.1008639,0.0425390535204698,0.08950468013790361,0.07375866344179996,0.06774435463711358
CCL3,1.9847345,-0.2889588,0.04717401680233905,0.09885293748734202,0.282433283876344,0.27433130572452297
ID1,1.9233589,0.30493924,0.05443499087672052,0.11358836396138765,0.029440458527265706,0.02378968419298392
CCNH,1.7904456,0.054653972,0.07338230497514507,0.1516506845178596,0.3718725229162009,0.36884426297808515
MGP,1.762285,0.3329246,0.07802116296257249,0.1609206644526725,0.010970305481595902,0.005791184067994334
AP001267.5,1.7103275,-0.16892795,0.08720533771416444,0.17921500615400882,0.13283774720026015,0.126551954003833
KIR2DL4,1.6961515,-0.00036787585,0.08985718316112487,0.18451278982884753,0.05927725046238898,0.054141321556536955
SCGB2A2,1.4399033,0.88420177,0.1498947711609975,0.30110215883845265,0.008211215219202862,0.003978835097075244
APOE,1.3492548,0.23669896,0.17725510916411835,0.35318292867295425,0.016966118574825714,0.012998916756936922
IER5L,1.2676207,0.16365331,0.2049334613417848,0.4053577511991896,0.05328143736915916,0.04962086492792267
MYLIP,1.2267978,0.01099994,0.2198986017696849,0.4331770205821342,0.16891424971037175,0.1650695775352054
ZNF683,1.2000631,-0.19194573,0.2301148411991577,0.45202745594517524,0.16829434361090223,0.1632363969669194
KRT19,1.1342474,0.21417888,0.2566908013211704,0.5014465859403482,0.01287575455783419,0.00954087159403383
GADD45B,1.1088908,0.11505831,0.26747729417544797,0.5216499911911868,0.38268023007662444,0.38255145404549623
TMEM238,1.0794281,0.090779595,0.2803969358497159,0.5457267065294306,0.020563606430763604,0.017373552203983
S100A9,1.0566399,0.036967997,0.2906759450712352,0.5641917755093018,0.010335155789516473,0.007228564286309474
S100A8,1.0539044,0.17367338,0.2919266848479144,0.5665092230172917,0.009075018800430885,0.005978668444296308
MUCL1,1.0502404,0.8215366,0.29360758685277255,0.5696049976495365,0.0069002662547509195,0.003812182318140155
CD160,1.0175558,0.14707887,0.3088891053171149,0.5968725672747541,0.025909026239304078,0.022914757103574702
TFF3,0.9696881,0.79045045,0.3322019781553157,0.6390125183658444,0.007367736428121379,0.004520456628614282
FCGR3A,0.94296676,0.053809214,0.3456979197740745,0.6629918686268695,0.04017702892217638,0.037392717273560534
ERRFI1,0.933354,0.15660985,0.3506372171494845,0.6717545303496459,0.029054287514481414,0.026310307474377136
KLK3,0.92894626,0.6492365,0.35291693159332704,0.6758625087619258,0.006585232007479523,0.003853845512873927
ATXN7-1,0.91130334,0.2514072,0.3621355583986925,0.6921221355068671,0.01800776406983598,0.015332055662028164
C1QA,0.8026391,0.24362521,0.4221833430507421,0.7965881608455764,0.009923578789049004,0.007561869844179652
TYROBP,0.8020039,-0.17279644,0.4225506879813269,0.7969578414212526,0.03220462998719538,0.02974752103991334
NCF1,0.7979274,-0.039369278,0.4249126303730302,0.8008292911846788,0.13788337635413914,0.13517623531372386
ARL4D,0.7976322,0.10433671,0.42508393786237175,0.8010765012199578,0.04254486697424849,0.040225814515457044
ADRB2,0.78640294,0.054352053,0.4316314748952367,0.8109649166338014,0.0809333143635292,0.07866011165736189
AGR2,0.774844,0.6971225,0.43843183508821015,0.8217302904635059,0.006254954167598219,0.003978835097075244
LYZ,0.7654815,0.11201679,0.4439849011511213,0.8315914286506736,0.013810694904575111,0.011561536538621782
C1QB,0.74893534,0.21891655,0.45389618355211325,0.8486421337033468,0.010243694233857036,0.008040996583618032
SCGB1D2,0.73764664,1.1546376,0.4607291943364268,0.859967501998884,0.004125932399747972,0.0019581701524872927
JCHAIN,0.71233964,-0.561845,0.4762544772125463,0.8865414235361241,0.015954960265035265,0.013853012248979252
MS4A1,0.67847943,-0.42184627,0.4974677634368121,0.921645391283741,0.021595089530700596,0.019581701524872926
C1QC,0.67410505,0.1988473,0.5002445363971193,0.9262290550758813,0.009689843702363773,0.007707691025747854
PLK2,0.66168314,0.122423396,0.5081742937712816,0.9390402204438395,0.02000975589927034,0.01806099491709024
SIK1,0.6243548,0.22168711,0.5323946130514958,0.9795334463601644,0.012210117680534949,0.010374135488709274
SNAI1,0.6124227,0.184135,0.540258132980034,0.9924458357771114,0.011488587630332716,0.009686692775602032
MS4A6A,0.60644805,-0.039177254,0.5442172665076837,0.9984320635864904,0.026594987906749863,0.02478960086659445
KIR2DL3,0.60129535,0.14359444,0.5476432746136717,1.0,0.014019024003577163,0.012248979251729023
EPS8,0.5868778,0.12034232,0.5572857817351036,1.0,0.027336842747098637,0.025622864761269893
PNMT,0.5765137,0.8383378,0.5642679999331055,1.0,0.003922684498282555,0.002228980918256812
IER3,0.5651959,0.006306405,0.5719404948891426,1.0,0.05389626227109205,0.052224814598783434
GRASP,0.5636854,0.38149476,0.5729682471154958,1.0,0.010401211357492734,0.00874927089409216
TM4SF1,0.563595,0.6414882,0.5730297817288983,1.0,0.00438507347411638,0.0027289392550620783
MSMB,0.5571891,0.5945181,0.5773982436586506,1.0,0.006636043982845877,0.004999583368052662
APOD,0.5405718,1.1054621,0.5888027649358947,1.0,0.004984654783439361,0.0033955503708024332
S100A7,0.52092564,0.76435435,0.6024185907220533,1.0,0.0035720818682547103,0.002041496541954837
CLDN4,0.48704407,0.45619732,0.626227099301688,1.0,0.006097437043962521,0.004666277810182484
PPP1R1B,0.48420352,0.8364312,0.6282414408847904,1.0,0.0032976972012763966,0.0018748437630197482
AZGP1,0.4769805,0.67122847,0.6333760026685963,1.0,0.004131013597284608,0.0027289392550620783
IFIT2,0.4752853,0.0411511,0.6345836452734402,1.0,0.03767199853661511,0.03630947421048246
SPP1,0.47441638,0.14350232,0.6352030201126142,1.0,0.00585353956220402,0.004457961836513624
CH25H,0.45551288,0.16607852,0.648740307891035,1.0,0.011569886790918884,0.010228314307141072
ITGAD,0.45424637,0.21317932,0.6496515017804866,1.0,0.010167476270807503,0.008832597283559703
KLK2,0.44881782,0.6456448,0.6535630851285358,1.0,0.003922684498282555,0.0026039496708607614
ADIRF,0.43965498,0.6579289,0.6601870233176491,1.0,0.003312940793886303,0.002020664944587951
RASL11A,0.4353384,0.13505211,0.6633168019918996,1.0,0.015233430214833033,0.013957170235813682
TFF1,0.43038636,0.61068445,0.6669146046614711,1.0,0.0031605048677872402,0.0018956753603866345
KRT18,0.42303512,0.1143336,0.6722696428725198,1.0,0.01630556289506311,0.015061244896258645
KRT8,0.41254246,0.16964199,0.6799418678977045,1.0,0.008983557244771448,0.007770185817848513
B3GAT1,0.41010192,0.13383372,0.6817311779367863,1.0,0.013891994065161277,0.01268644279643363
CALML5,0.40759945,0.53443277,0.6835677657596373,1.0,0.0035517570781081684,0.0023539705024581284
LGR6,0.39491558,0.20435703,0.692905199174414,1.0,0.010345318184589744,0.009186734438796767
APOC1,0.39341703,-0.061434254,0.6940114932845265,1.0,0.013927562447917725,0.012769769185901175
SPINT2,0.38817942,0.00085259334,0.6978832631043633,1.0,0.033078595963496674,0.03191400716606949
PLCH2,0.3869465,0.09876068,0.6987958193679855,1.0,0.01597020385764517,0.014832097325222898
CRABP2,0.37866783,0.37710348,0.7049345459841637,1.0,0.004009064856405358,0.002895592033997167
IGSF22,0.37137365,0.2189014,0.7103592476982411,1.0,0.007819963008881933,0.006728605949504208
NLRP3,0.36823314,0.1614168,0.7126993875880846,1.0,0.014806609621755656,0.013728022664777935
PPP1R2C,0.36360782,0.24760398,0.71615089179702,1.0,0.007357574033048109,0.0062911424047996
SPARC,0.3624062,0.57497066,0.7170485169966696,1.0,0.0036686246214507837,0.0026039496708607614
DSEL,0.34785196,0.13257708,0.7279513544571548,1.0,0.008231540009349404,0.007207732688942588
S100A14,0.3413579,0.4481015,0.7328341765536175,1.0,0.0036279750411577,0.0026247812682276476
EGR3,0.3341595,0.11064843,0.7382591972594953,1.0,0.009837198430926201,0.008853428880926589
SPARCL1,0.31939116,0.62819344,0.7494299235494694,1.0,0.002667628706733603,0.0017290225814515457
PLA2G2A,0.3160609,1.0737871,0.7519562934396148,1.0,0.0018038251255055792,0.0008749270894092159
SPON2,0.31361988,-0.016268684,0.7538097506169769,1.0,0.08967297412654214,0.08876343638030164
SLPI,0.3027042,0.47735563,0.762115300309584,1.0,0.0031605048677872402,0.002270644112990584
RNASE1,0.30046386,0.17914648,0.7638233730470333,1.0,0.00321639804069023,0.002333138905091242
KRT1,0.2967437,0.13850763,0.7666622085413326,1.0,0.005457206154346457,0.00458295142071494
DHRS3,0.28568065,-0.003946593,0.7751227326864748,1.0,0.03592406658401252,0.03505957836846929
MGST1,0.28560054,0.2770843,0.7751840875430481,1.0,0.003277372411129855,0.002437296891925673
ADM,0.28419724,0.30236185,0.7762592387706546,1.0,0.004085282819454889,0.0032497291892342305
PDGFD,0.28040662,0.08872238,0.7791655602380307,1.0,0.014842178004512104,0.01401966502791434
CD24,0.27919117,-0.29708138,0.7800981259501685,1.0,0.008973394849698177,0.008145154570452463
A2M,0.2790209,0.35834283,0.7802287734542444,1.0,0.0036533810288408774,0.0028330972418965086
ACPP,0.27734312,0.78807133,0.7815166474877986,1.0,0.0019816670392878194,0.001166569452545621
MAFB,0.27639353,0.34911573,0.782245819351963,1.0,0.0046238897583382454,0.003812182318140155
FXYD3,0.2761384,0.32004273,0.782441765428522,1.0,0.0029572569663218226,0.0021456545287892675
IGFBP7,0.27183747,0.06173644,0.7857469802899121,1.0,0.0073829800207312855,0.006582784767936005
IGFBP5,0.2709272,0.6794346,0.7864470316988863,1.0,0.002108696977703705,0.0013123906341138238
CLDN3,0.27057877,0.6386804,0.7867150219245517,1.0,0.002149346557996789,0.001354053828847596
SELENOP,0.25781167,0.20269069,0.7965522657182106,1.0,0.0034450519298388246,0.002687276060328306
DRAXIN,0.24109827,0.07588892,0.8094789515429504,1.0,0.010812788357960203,0.010103324722939755
CALD1,0.23433468,0.2530576,0.814725166501483,1.0,0.0032722912135932196,0.0025831180734938756
CEACAM6,0.23378561,0.8026395,0.8151514146648237,1.0,0.001686957582162964,0.0009999166736105324
S100A16,0.23346476,0.31363794,0.8154005344538648,1.0,0.0031859108554704173,0.002499791684026331
CXCL14,0.22994825,0.5771677,0.8181319753484806,1.0,0.0017174447673827767,0.0010415798683443046
CRYAB,0.22906926,-0.070195794,0.8188150840946439,1.0,0.003485701510131908,0.0028122656445296224
CALY,0.22591904,0.29426068,0.8212643853302645,1.0,0.003871872522916201,0.0032080659945004585
SERPINA1,0.22459291,0.04518799,0.8222959792343089,1.0,0.004827137659803663,0.004166319473377218
PIP,0.22067542,0.90698713,0.825345173265186,1.0,0.0017733379402857666,0.001124906257811849
PRKN,0.21804681,0.45479017,0.8273926352407319,1.0,0.0022865388914859452,0.0016456961919840013
PLCB1,0.21635915,0.04961205,0.8287077992233814,1.0,0.015009857523221072,0.014373802183151404
BAMBI,0.21433547,0.064140975,0.830285455790636,1.0,0.008815877726062479,0.008186817765186235
CD34,0.21232933,0.4425474,0.8318501141265257,1.0,0.002332269669315664,0.0017081909840846595
PLXDC1,0.20982566,0.017192835,0.8338037394479041,1.0,0.02729111196926892,0.0266644446296142
CX3CR1,0.20911014,-0.0042738244,0.8343622557846877,1.0,0.017702892217637854,0.017081909840846596
RHCE,0.20854676,0.44122878,0.8348020826173215,1.0,0.002362756854535477,0.0017498541788184318
S100B,0.20639119,0.016234599,0.8364853608448253,1.0,0.011712160321944677,0.011103241396550287
NR3C2,0.20165062,0.11088672,0.8401898699626338,1.0,0.007342330440438203,0.006749437546871094
ADAM23,0.1960923,0.44856596,0.8445379328443207,1.0,0.0021595089530700596,0.001583201399883343
APBA2,0.19505857,-0.010255899,0.8453470988687396,1.0,0.04722973110302636,0.046621114907091074
ACTG2,0.19461864,0.033838175,0.8456915133723806,1.0,0.002718440682099957,0.0021456545287892675
ULBP2,0.19457239,0.030060772,0.8457277187885646,1.0,0.027468953883051157,0.026893592200649945
PIGR,0.19295216,0.5655504,0.8469964387569968,1.0,0.0016920387796995997,0.001124906257811849
NUPR1,0.19210769,0.15170704,0.8476578467383791,1.0,0.004085282819454889,0.0035205399550037497
PRAC1,0.1920944,0.9708972,0.8476682565853861,1.0,0.0011686754334261499,0.0006041163236396967
SLAMF8,0.19193496,0.12833306,0.8477931486099659,1.0,0.0070425397857767115,0.006478626781101575
ELF3,0.1893175,0.220431,0.8498439870411897,1.0,0.003577163065791346,0.0030205816181984833
C19orf33,0.18779904,0.75848293,0.8510341918133302,1.0,0.0014684660880876406,0.0009165902841429881
SLC2A14,0.1858744,0.8185781,0.8525432619189937,1.0,0.001275380581695494,0.0007291059078410133
LGALS7B,0.18498409,0.5267624,0.8532415158443243,1.0,0.0015853336314302555,0.0010415798683443046
CSF1,0.1849024,-0.019908719,0.8533055847151229,1.0,0.09826527916099266,0.09761686526122823
BCAM,0.18379585,0.78252214,0.8541736040461438,1.0,0.001310948964451942,0.0007707691025747854
PZP,0.18344644,0.7090087,0.8544477432195383,1.0,0.0013515985447450254,0.0008124322973085576
NPY,0.18227226,0.50235116,0.855369072077082,1.0,0.0019105302737749232,0.001374885426214482
VSIG8,0.18023197,0.27566528,0.8569704630418764,1.0,0.003196073250543688,0.00266644446296142
EFNA1,0.1789668,0.37500554,0.8579637630348919,1.0,0.0022967012865592164,0.001770685776185318
TCIM,0.17826141,0.94673645,0.8585176860598766,1.0,0.0011280258531330663,0.0006041163236396967
ENPP5,0.17750345,0.14604037,0.8591129495373486,1.0,0.005396231783906831,0.004874593783851346
WDR86,0.17705557,0.06055325,0.8594647428063126,1.0,0.010624784049104692,0.010103324722939755
NRARP,0.17076817,0.25211096,0.8644060573747571,1.0,0.003688949411597325,0.0031872343971335723
KRTAP12-3,0.16700529,0.5397024,0.8673658852186065,1.0,0.0014074917176480153,0.0009165902841429881
MTRNR2L10,0.16654462,0.11727259,0.867728375286527,1.0,0.0031147740899575213,0.0026247812682276476
PTCH1,0.16429457,0.11697714,0.8694992531514629,1.0,0.006752911526188492,0.006270310807432714
CDKN1C,0.16360487,0.07633252,0.8700422074588791,1.0,0.00893782646694173,0.008457628530955753
CCN1,0.16355085,0.5307866,0.8700847391077071,1.0,0.0013973293225747444,0.0009165902841429881
EFNB2,0.1628076,0.13075645,0.8706699276308019,1.0,0.005248877055344403,0.004770435797016915
REG1A,0.16251983,1.3110414,0.8708965133313618,1.0,0.0011026198654498893,0.0006249479210065828
DAB2IP,0.16232553,0.067925915,0.8710495143014155,1.0,0.009039450417674438,0.008561786517790184
LCN2,0.16117255,0.72185814,0.8719574947697872,1.0,0.001473547285624276,0.0009999166736105324
GDF15,0.15854637,0.5299925,0.8740262863659923,1.0,0.0013617609398182964,0.000895758686776102
WFDC2,0.15808025,0.21399958,0.8743935604907871,1.0,0.0024643808052681854,0.0019998333472210647
TAGLN,0.15604666,0.15327357,0.8759962378533728,1.0,0.004603564968191703,0.004145487876010333
GABBR1,0.15601176,0.20010512,0.8760237464621563,1.0,0.0035415946830348976,0.0030830764102991416
CEACAM5,0.15473905,1.2436733,0.8770270468932193,1.0,0.0007672608280319506,0.0003124739605032914
PGA3,0.15371443,0.30721387,0.8778349016223774,1.0,0.00509644112924534,0.004645446212815599
KRT15,0.15359576,0.108137295,0.8779284766407448,1.0,0.002992825349078271,0.002541454878760103
ZNF208,0.1528376,0.15792748,0.8785263461949524,1.0,0.003907440905672649,0.0034580451629030915
COL3A1,0.15234753,0.33677116,0.8789128355548844,1.0,0.0020934533850937988,0.0016456961919840013
OLFML3,0.15231739,0.5221314,0.8789366104079848,1.0,0.0012601369890855878,0.0008124322973085576
SMIM22,0.15129983,0.56472474,0.8797391963197917,1.0,0.001382085729964838,0.0009374218815098741
OLFM4,0.14594236,0.9581535,0.8839668856993254,1.0,0.0009705087294973679,0.0005416215315390384
DSP,0.14414072,0.30624437,0.885389350556669,1.0,0.0026523851141236968,0.002228980918256812
MAL2,0.14125791,0.60217637,0.8876661917749602,1.0,0.0011026198654498893,0.000687442713107241
TSPAN1,0.13903813,0.45553723,0.8894200177610097,1.0,0.0015751712363569845,0.001166569452545621
ZFP57,0.13823166,0.053008854,0.8900573277241772,1.0,0.008343326355155382,0.007936838596783602
ZNF703,0.13741638,0.09196224,0.8907016829746913,1.0,0.005091359931708705,0.004687109407549371
CDHR1,0.13616315,0.048080053,0.8916923095228451,1.0,0.008983557244771448,0.00858261811515707
PBX1,0.1344989,0.56263304,0.8930080823272254,1.0,0.0010619702851568057,0.000666611115740355
SPDEF,0.13157137,0.36463052,0.8953233352196882,1.0,0.0014074917176480153,0.0010207482709774186
CST1,0.13003069,1.254346,0.8965421468966923,1.0,0.0007570984329586798,0.0003749687526039497
NEFM,0.12864783,0.7991101,0.8976363166239547,1.0,0.0009196967541310136,0.0005416215315390384
FABP4,0.12604357,1.4520948,0.8996974310277859,1.0,0.0005995813093229813,0.00022914757103574703
C3,0.12411786,0.10295204,0.9012219611569661,1.0,0.0031147740899575213,0.002749770852428964
MMP7,0.12086201,0.98917514,0.9038003376934256,1.0,0.0007926668157151277,0.00043746354470460794
PRSS8,0.11670054,0.94332707,0.9070973624109416,1.0,0.000655474482225971,0.0003124739605032914
SERPING1,0.11586527,0.20261315,0.9077593247958085,1.0,0.0022154021259730493,0.0018748437630197482
CXCL17,0.115188636,0.56569505,0.9082956035618592,1.0,0.0012550557915489522,0.0009165902841429881
HBB,0.11484321,2.57252,0.9085693967544599,1.0,0.0017123635698461414,0.001374885426214482
TMEM176B,0.1144291,0.1470675,0.90889764317332,1.0,0.0027946586451494887,0.002458128489292559
BPIFB2,0.11410914,1.299689,0.9091512754309127,1.0,0.0005436881364199915,0.00020831597366886094
FCGR3B,0.11373635,0.09480332,0.9094468012359295,1.0,0.002875957805735656,0.002541454878760103
SAA1,0.11364699,0.26916313,0.9095176367888469,1.0,0.0018546371008719335,0.0015207066077826848
CYP2F1,0.113477536,0.22387204,0.9096519722087314,1.0,0.0024999491880246336,0.0021664861261561537
TACSTD2,0.112516135,0.09036704,0.9104141782148354,1.0,0.0023932440397552894,0.002062328139321723
PLVAP,0.111698575,0.86007446,0.9110624066093959,1.0,0.0008282351984715757,0.0004999583368052662
BGN,0.110694356,0.34639046,0.9118587233668723,1.0,0.0015751712363569845,0.0012498958420131656
MEGF6,0.10995895,0.05961554,0.9124419302950582,1.0,0.009196967541310136,0.008874260478293476
TPD52L1,0.10910383,0.8867051,0.9131201365041951,1.0,0.0007164488526655962,0.00039580034997083576
ZNF844,0.10843877,0.05744388,0.9136476517754146,1.0,0.0070476209833133475,0.006728605949504208
SLC1A7,0.108252674,0.5836383,0.9137952634607637,1.0,0.0010264019024003577,0.0007082743104741271
TBX3,0.10823467,1.0091023,0.9138095476988999,1.0,0.0006097437043962521,0.0002916423631364053
KIF19,0.107806005,0.14450935,0.9141495779123675,1.0,0.0035873254608646166,0.0032705607866011168
KISS1R,0.10752336,0.10728925,0.9143737973276188,1.0,0.0036076502510111585,0.0032913923839680025
PRSS1,0.10634834,2.4327126,0.915305974968501,1.0,0.0006249872970061584,0.0003124739605032914
IL1B,0.10612912,0.24676095,0.9154799086770211,1.0,0.0035619194731814395,0.0032497291892342305
MS4A4A,0.10598689,0.44365466,0.9155927520140581,1.0,0.0010822950753033476,0.0007707691025747854
SDS,0.103738114,0.7079093,0.917377181499728,1.0,0.0007215300502022317,0.0004166319473377219
IRF6,0.10373249,0.17943506,0.9173816403121143,1.0,0.0021798337432166015,0.0018748437630197482
PTGDS,0.10276342,0.5971084,0.9181507384620025,1.0,0.0033637527692526575,0.003062244812932256
IL2,0.100999266,0.041011337,0.9195510436657097,1.0,0.013607447003109693,0.013311390717440212
MLPH,0.10043396,0.24838953,0.9199998072447736,1.0,0.0011077010629865246,0.0008124322973085576
ASTL,0.1004045,0.07615741,0.9200231953430908,1.0,0.005919595130180281,0.005624531289059245
CXCL9,0.100188516,0.10861726,0.9201946625225681,1.0,0.002586329546147436,0.00229147571035747
SFRP1,0.09976378,1.1231415,0.9205318606726445,1.0,0.0005640129265665332,0.0002708107657695192
WNT1,0.09848221,0.0377411,0.9215494030597802,1.0,0.009456108615678542,0.00916590284142988
CELA1,0.098385036,0.75227326,0.9216265589864887,1.0,0.0007266112477388671,0.00043746354470460794
SLC24A3,0.09766998,0.2398643,0.9221943554461184,1.0,0.0010162395073270868,0.0007291059078410133
DLK1,0.09717765,0.906612,0.9225853212776846,1.0,0.0006605556797626064,0.0003749687526039497
C17orf107,0.09679141,0.036002364,0.9228920437815065,1.0,0.010324993394443203,0.010040829930839096
TNFAIP2,0.095107,0.40877813,0.9242298408693647,1.0,0.00111278226052316,0.0008332638946754438
CSF3R,0.09476661,0.61874396,0.9245002067838801,1.0,0.0009451027418141908,0.000666611115740355
FBLN1,0.09457872,1.0844222,0.9246494538796712,1.0,0.000548769333956627,0.0002708107657695192
TIMP3,0.0945744,0.24865083,0.9246528868515699,1.0,0.0011737566309627852,0.000895758686776102
PDZK1IP1,0.093032636,0.5350046,0.925877631413636,1.0,0.0009400215442775553,0.000666611115740355
DCN,0.09217791,0.4687092,0.9265566840718535,1.0,0.0014583036930143696,0.0011874010499125073
MDFI,0.0921535,1.5323441,0.9265760847297534,1.0,0.0004166581980041056,0.00014582118156820264
IL5RA,0.09109222,0.07721615,0.9274193113939819,1.0,0.006600475600089429,0.006332805599533372
RGS16,0.09066486,-0.17048746,0.9277588915207289,1.0,0.06573545253145262,0.06524456295308724
MUC5AC,0.09062694,-0.07660182,0.9277890268170841,1.0,0.0016412268043332452,0.001374885426214482
PGC,0.09032895,0.45203528,0.9280258200115727,1.0,0.0033281843864962093,0.003062244812932256
OLR1,0.09027092,0.7272424,0.9280719258824444,1.0,0.0008485599886181175,0.0005832847262728105
LUM,0.08922067,0.34105086,0.9289065381177476,1.0,0.0011788378284994208,0.0009165902841429881
WNT10B,0.08908219,0.20632388,0.9290165910927746,1.0,0.0020324790146541735,0.001770685776185318
KRT73,0.08886833,1.6650945,0.9291865533342895,1.0,0.000386171012784293,0.00012498958420131655
CRB3,0.08853864,0.17322594,0.9294485728559584,1.0,0.0020934533850937988,0.0018331805682859762
PDZD4,0.08804714,0.15465833,0.9298392119567016,1.0,0.002362756854535477,0.0021039913340554954
SLC52A1,0.08786313,0.23426719,0.9299854590869561,1.0,0.0017580943476758603,0.0014998750104157988
TSPAN8,0.087668575,0.66027296,0.9301400960288164,1.0,0.000736773642812138,0.0004791267394383801
KRT85,0.08680809,0.5835857,0.9308240568305004,1.0,0.0008383975935448467,0.0005832847262728105
C8G,0.085236005,0.3413114,0.9320737652157505,1.0,0.0008129916058616695,0.0005624531289059245
CCL19,0.084730566,0.7925045,0.9324755972172329,1.0,0.0006656368772992419,0.0004166319473377219
TPSAB1,0.08368698,0.64224935,0.9333053140899246,1.0,0.000995914717180545,0.0007499375052078994
GCNT4,0.08368528,0.032291044,0.9333066599763743,1.0,0.004745838499217496,0.004499625031247396
TPSB2,0.08281345,0.12461048,0.9339998740189642,1.0,0.0006808804699091482,0.00043746354470460794
GPX2,0.0828007,0.2365522,0.9340100118630009,1.0,0.001097538667913254,0.0008540954920423298
TTC16,0.08265563,0.0014103494,0.934125366389693,1.0,0.02728603077173228,0.027039413382218148
FPR3,0.08264785,1.023544,0.9341315522723271,1.0,0.0004928761610536372,0.0002499791684026331
LILRB2,0.08230369,0.951722,0.9344052242769938,1.0,0.0005335257413467206,0.0002916423631364053
LGALS2,0.0810901,0.30203718,0.935370297629543,1.0,0.0008841283713745655,0.0006457795183734689
CRLF1,0.08092213,0.6032379,0.9355038848605641,1.0,0.0006961240625190545,0.00045829514207149406
ADGRB1,0.080239415,0.4094288,0.9360468450940114,1.0,0.0009857523221072743,0.0007499375052078994
PNMA5,0.08015888,0.18794915,0.9361108932239569,1.0,0.0026727099042702382,0.002437296891925673
ADRA2B,0.08014508,0.21107578,0.9361218639424418,1.0,0.0022560517062661326,0.002020664944587951
PNLIP,0.080053896,2.1546998,0.9361943912949977,1.0,0.00038108981524765756,0.00014582118156820264
CITED4,0.08000232,0.0064632855,0.9362354101585291,1.0,0.011986544988922989,0.011749020914923757
CPE,0.07954171,0.27823895,0.9366017516216524,1.0,0.0008587223836913884,0.0006249479210065828
EHF,0.078498416,0.3008894,0.9374315907573693,1.0,0.0009806711245706388,0.0007499375052078994
