gene,scores,logfoldchanges,pvals,pvals_adj,pct_neg,pct_pos
PDE1B,-0.14844865,1.0161735,0.8819887119716935,1.0,0.004953905711754864,0.006336275175379045
LRRC37A,-0.14866434,-1.1901782,0.881818505260008,1.0,0.002919851710901873,0.004299615297578638
SCN1B,-0.14868031,-2.0407119,0.8818058975724518,1.0,0.002919851710901873,0.004299615297578638
C1orf53,-0.14884567,-0.56971854,0.8816754097659162,1.0,0.002690200452741052,0.004073319755600814
INCA1,-0.14893036,-2.7956765,0.8816085911661502,1.0,0.0004264951937272399,0.0018103643358225842
CPVL,-0.14906935,-1.0755769,0.8814989096313857,1.0,0.006987959712607854,0.008372935053179452
C1orf226,-0.14925788,-2.674909,0.8813501498024429,1.0,0.00019684393556641843,0.0015840687938447613
PLEKHG1,-0.1502141,-1.729041,0.8805956994738863,1.0,0.0017715954200977658,0.0031681375876895226
PKP2,-0.15027802,-1.0811471,0.8805452805840401,1.0,0.0017715954200977658,0.0031681375876895226
TMEM81,-0.15029,-3.0243664,0.8805358270960951,1.0,0.0017715954200977658,0.0031681375876895226
ZFP41,-0.15042579,-0.31116602,0.8804286887562044,1.0,0.0038056494209507564,0.00520479746548993
